model_key	family	layer_index	layer_name	mean_triplet	min_triplet	max_triplet	dataset_count
dinov2_giant	DINOv2	7	hidden_state_007	0.6566234122068215	0.5241567912488605	0.7725615314494074	4
dinov2_giant	DINOv2	8	hidden_state_008	0.6761940750090248	0.54922515952598	0.8126709206927986	4
dinov2_giant	DINOv2	9	hidden_state_009	0.6942412225001103	0.6048313582497721	0.7716499544211486	4
dinov2_giant	DINOv2	10	hidden_state_010	0.7196333607758706	0.6690975387420237	0.7807657247037374	4
dinov2_giant	DINOv2	11	hidden_state_011	0.7401594264249992	0.7069279854147675	0.8176845943482225	4
dinov2_giant	DINOv2	12	hidden_state_012	0.7542571642769151	0.64767547857794	0.8413855970829536	4
dinov2_giant	DINOv2	13	hidden_state_013	0.7560105216592606	0.5674567000911577	0.8591613491340018	4
dinov2_giant	DINOv2	14	hidden_state_014	0.7833829376673497	0.5802187784867822	0.8874202370100273	4
dinov2_giant	DINOv2	15	hidden_state_015	0.8153602027804399	0.6321786690975388	0.9124886052871468	4
dinov2_giant	DINOv2	16	hidden_state_016	0.8436905105091067	0.7087511394712853	0.9202370100273474	4
