dataset	candidate_model_key	family	candidate_layer_index	candidate_layer_name	alignment_score	slice_count	raw_value_mean	dataset_rank
koniq10k	ijepa_vith14	I-JEPA	21	hidden_state_021	0.8252350528735043	12	0.27603937477822815	23.0
koniq10k	internvit_300m	InternViT	9	hidden_state_009	0.8313189398564399	12	0.3040956551422899	21.0
koniq10k	internvit_300m_v25	InternViT	9	hidden_state_009	0.8722431411236512	12	0.31634738260046474	18.0
koniq10k	internvit_6b_v25	InternViT	24	hidden_state_024	0.9578271991560041	12	0.41270254607355383	5.0
koniq10k	resnet101	ResNet	2	hidden_state_002	0.7493672058071317	12	0.2510576377043718	37.0
koniq10k	resnet152	ResNet	2	hidden_state_002	0.7842224401017971	12	0.2622646879865575	30.0
koniq10k	resnet18	ResNet	1	hidden_state_001	0.7364351428603443	12	0.24771971585125493	38.0
koniq10k	resnet34	ResNet	1	hidden_state_001	0.6414264746015529	12	0.22439116011632235	49.0
koniq10k	resnet50	ResNet	2	hidden_state_002	0.7691529620364098	12	0.25615432884490325	32.0
koniq10k	resnext101_32x8d	ResNeXt	2	feature_map_002	0.788184428510477	12	0.26181845193252756	28.0
koniq10k	resnext50_32x4d	ResNeXt	2	feature_map_002	0.7629837622731434	12	0.2547646677150799	35.0
koniq10k	siglip2_base	SigLIP2	1	pooler_output	0.07214541465068101	12	0.0035671756477478993	75.0
koniq10k	siglip2_base_naflex	SigLIP2	1	pooler_output	0.08480821501033371	12	0.010628375696640045	74.0
koniq10k	siglip2_large	SigLIP2	1	pooler_output	0.10165299144643507	12	0.028170212956685772	72.0
koniq10k	siglip2_so400m	SigLIP2	1	pooler_output	0.10442151343020008	12	0.030270516691934268	71.0
koniq10k	siglip2_so400m_naflex	SigLIP2	1	pooler_output	0.09609576897011492	12	0.020929625873596803	73.0
koniq10k	siglip_base	SigLIP	2	hidden_state_002	0.8042881229912604	12	0.2717175833021763	24.0
koniq10k	siglip_large	SigLIP	8	hidden_state_008	0.9412710513044499	12	0.3464219327644989	10.0
koniq10k	siglip_so400m	SigLIP	8	hidden_state_008	0.9213187094744261	12	0.37069312238941726	14.0
koniq10k	swin_base	Swin	3	hidden_state_003	0.6096118423806685	12	0.22013099503392508	55.0
koniq10k	swin_large	Swin	2	hidden_state_002	0.5417678770703455	12	0.19398848149375858	66.0
koniq10k	swin_small	Swin	2	hidden_state_002	0.5130783203501265	12	0.18965795321401827	68.0
koniq10k	swin_tiny	Swin	2	hidden_state_002	0.6104655024537079	12	0.21611359610961886	53.0
koniq10k	swinv2_base	SwinV2	2	hidden_state_002	0.5882618507545058	12	0.21125934100369026	60.0
koniq10k	swinv2_large	SwinV2	3	hidden_state_003	0.7645322340610958	12	0.25902189535534864	34.0
koniq10k	swinv2_small	SwinV2	2	hidden_state_002	0.5330106243473113	12	0.19563869270185583	67.0
koniq10k	swinv2_tiny	SwinV2	2	hidden_state_002	0.6100750830628925	12	0.216133995395007	54.0
koniq10k	vgg11	VGG	1	feature_map_001	0.5580961998272455	12	0.20258731578666164	63.0
koniq10k	vgg11_bn	VGG	2	feature_map_002	0.7062142109865636	12	0.23971378834171395	41.0
koniq10k	vgg13	VGG	1	feature_map_001	0.6724839326877555	12	0.23432701219503357	43.0
koniq10k	vgg13_bn	VGG	1	feature_map_001	0.7178985038483282	12	0.24155463460974133	39.0
koniq10k	vgg16	VGG	1	feature_map_001	0.6707626482003642	12	0.2334184495553873	44.0
koniq10k	vgg16_bn	VGG	1	feature_map_001	0.7676475756872119	12	0.2557073541454516	33.0
koniq10k	vgg19	VGG	1	feature_map_001	0.6451264732522133	12	0.2275081172414105	48.0
koniq10k	vgg19_bn	VGG	2	feature_map_002	0.7955858252566816	12	0.2650047718151054	25.0
koniq10k	vit_base	ViT	4	hidden_state_004	0.931566836457341	12	0.3390710051143521	12.0
koniq10k	vit_huge	ViT	12	hidden_state_012	0.9260250071563436	12	0.3249821588934299	13.0
koniq10k	vit_large	ViT	6	hidden_state_006	0.943027245828758	12	0.34122463584068957	9.0
koniq10k	vit_mae_base	MAE	5	hidden_state_005	0.8451965490245072	12	0.28236032457545396	20.0
koniq10k	vit_mae_huge	MAE	15	hidden_state_015	0.8307607144324285	12	0.27711946498868273	22.0
koniq10k	vit_mae_large	MAE	10	hidden_state_010	0.8971892712078615	12	0.30641168948873015	16.0
koniq10k	vit_small	ViT	4	block_004	0.951941863281515	12	0.35218976780439676	7.0
koniq10k	vit_tiny	ViT	3	block_003	0.9355588347559505	12	0.3331648082822724	11.0
