family	model_key	corr_metric	global_metric_score	metric_score_std	mean_dataset_rank	dataset_count	global_best_layer_index	global_best_layer	global_best_layer_score	family_rank
CLIP	clip_vit_b16	scc	0.6800650557620818	0.09374503345007018	53.5	4	4	hidden_state_004	0.6293564126394051	4
ConvNeXt	convnext_tiny	scc	0.7261268587360595	0.06510913217591018	33.75	4	1	hidden_state_001	0.7261268587360595	1
ConvNeXt	convnext_base	scc	0.7206087360594795	0.09138715890089508	44.0	4	1	hidden_state_001	0.7206087360594795	2
ConvNeXt	convnext_small	scc	0.6927276951672863	0.05897929894970913	49.25	4	1	hidden_state_001	0.6876742565055762	3
ConvNeXt	convnext_large	scc	0.6552044609665427	0.0764744108553857	57.0	4	1	hidden_state_001	0.6552044609665427	4
DINO	dino_vits8	scc	0.6942379182156134	0.06040936874298585	48.0	4	4	hidden_state_004	0.6672862453531598	1
DINO	dino_vitb8	scc	0.6525325278810409	0.027903539946177	52.625	4	3	hidden_state_003	0.6407411710037174	2
DINO	dino_vits16	scc	0.6357458178438662	0.08368544581209363	54.0	4	5	hidden_state_005	0.6253485130111524	3
DINO	dino_vitb16	scc	0.5662174721189591	0.08556576047710848	61.5	4	4	hidden_state_004	0.5525092936802973	4
DINOv2	dinov2_small	scc	0.8898118029739777	0.06007094091107726	8.875	4	4	hidden_state_004	0.8898118029739777	1
DINOv2	dinov2_large	scc	0.8649512081784387	0.06310008020858107	12.875	4	9	hidden_state_009	0.8491519516728625	2
DINOv2	dinov2_base	scc	0.8429948884758365	0.0793247011939458	16.25	4	4	hidden_state_004	0.8366635687732342	3
DINOv2	dinov2_giant	scc	0.8131389405204461	0.07522740780693482	22.5	4	11	hidden_state_011	0.8028578066914498	4
DINOv3	dinov3_vitb16	scc	0.7637662639405205	0.051902930652371934	34.125	4	3	block_003	0.7637662639405205	1
DINOv3	dinov3_vith16plus	scc	0.7417518587360595	0.07988587573136811	39.75	4	6	block_006	0.7195631970260223	2
DINOv3	dinov3_vit7b16	scc	0.7417518587360594	0.07355019189206809	36.75	4	10	block_010	0.7380924721189591	3
DINOv3	dinov3_vitl16	scc	0.7158457249070632	0.12297906569023505	44.25	4	6	block_006	0.6917402416356877	4
DINOv3	dinov3_vits16	scc	0.7107342007434945	0.055102541238360524	43.875	4	3	block_003	0.7107342007434945	5
DINOv3	dinov3_vits16plus	scc	0.7049256505576208	0.06297025654705449	47.5	4	2	block_002	0.6972583643122676	6
FastViT	fastvit_ma36	scc	0.7698652416356877	0.06115882043364667	30.75	4	1	feature_map_001	0.7698652416356877	1
FastViT	fastvit_sa12	scc	0.7631854089219331	0.03820750223503839	29.75	4	1	feature_map_001	0.7631854089219331	2
FastViT	fastvit_sa24	scc	0.7454693308550187	0.09405999659196136	38.25	4	2	feature_map_002	0.7133480483271375	3
FastViT	fastvit_s12	scc	0.7107922862453532	0.035565169841290205	42.0	4	0	feature_map_000	0.710618029739777	4
FastViT	fastvit_t12	scc	0.6776254646840149	0.06578797891167638	47.5	4	1	feature_map_001	0.6776254646840149	5
FastViT	fastvit_t8	scc	0.6530552973977695	0.1001408034245876	50.75	4	1	feature_map_001	0.6445748141263941	6
FastViT	fastvit_sa36	scc	0.6367913568773235	0.10963322655413298	51.25	4	1	feature_map_001	0.5254995353159851	7
FastViTHD	fastvithd_7b	scc	0.8256273234200744	0.040898298431129285	18.5	4	43	block_043	0.7415776022304832	1
FastViTHD	fastvithd_15b	scc	0.8237685873605949	0.039430601833789394	19.25	4	41	block_041	0.7587128252788105	2
FastViTHD	fastvithd_05b	scc	0.8125	0.07108545390066617	22.0	4	41	block_041	0.7423907992565055	3
I-JEPA	ijepa_vith14	scc	0.63557156133829	0.06918731855939798	57.0	4	12	hidden_state_012	0.6101881970260223	1
InternViT	internvit_300m_v25	scc	0.7192146840148699	0.09753916991978435	43.0	4	8	hidden_state_008	0.7192146840148699	1
InternViT	internvit_300m	scc	0.6809944237918215	0.10860578551866089	51.5	4	8	hidden_state_008	0.6809944237918215	2
InternViT	internvit_6b_v25	scc	0.6389405204460967	0.12515397210559034	58.75	4	17	hidden_state_017	0.624128717472119	3
MAE	vit_mae_huge	scc	0.8468866171003717	0.0806402509690619	14.875	4	7	hidden_state_007	0.841542750929368	1
MAE	vit_mae_large	scc	0.8466542750929368	0.04615513597890087	13.25	4	7	hidden_state_007	0.8332946096654275	2
MAE	vit_mae_base	scc	0.7341426579925651	0.066592108342954	39.25	4	6	hidden_state_006	0.7012662639405205	3
ResNeXt	resnext101_32x8d	scc	0.8963173791821561	0.04684425570548262	4.75	4	2	feature_map_002	0.8963173791821561	1
ResNeXt	resnext50_32x4d	scc	0.859375	0.022018236368576558	11.625	4	2	feature_map_002	0.8526951672862453	2
ResNet	resnet101	scc	0.8830738847583643	0.05361247769537126	8.0	4	2	hidden_state_002	0.8830738847583643	1
ResNet	resnet50	scc	0.8675650557620818	0.034012124206124095	11.25	4	2	hidden_state_002	0.8675650557620818	2
ResNet	resnet18	scc	0.8637894981412639	0.03520705010771482	10.75	4	2	hidden_state_002	0.8637894981412639	3
ResNet	resnet152	scc	0.8582132899628253	0.025973184001645964	12.25	4	2	hidden_state_002	0.8582132899628253	4
ResNet	resnet34	scc	0.8519981412639406	0.03276351851388706	15.75	4	2	hidden_state_002	0.8476998141263941	5
SigLIP	siglip_base	scc	0.9330855018587361	0.03496843698109349	1.5	4	4	hidden_state_004	0.9205971189591078	1
SigLIP	siglip_large	scc	0.8421236059479553	0.049923399098962463	14.75	4	12	hidden_state_012	0.8123838289962826	2
SigLIP	siglip_so400m	scc	0.787407063197026	0.1328251726535439	28.75	4	11	hidden_state_011	0.7412871747211895	3
SigLIP2	siglip2_base	scc	0.6441101301115242	0.11539592448829664	52.0	4	1	pooler_output	0.6418447955390334	1
SigLIP2	siglip2_base_naflex	scc	0.5964800185873605	0.0716369933254814	62.0	4	1	pooler_output	0.5945051115241635	2
SigLIP2	siglip2_so400m_naflex	scc	0.5526835501858736	0.087223673739859	66.75	4	1	pooler_output	0.5483271375464684	3
SigLIP2	siglip2_large	scc	0.49773466542750927	0.07265312189012112	70.0	4	1	pooler_output	0.4965148698884758	4
SigLIP2	siglip2_so400m	scc	0.4107806691449814	0.013095929991674683	74.75	4	2	image_embeds_l2	0.40537871747211895	5
Swin	swin_tiny	scc	0.6849442379182157	0.07222380357822238	47.5	4	2	hidden_state_002	0.6849442379182157	1
Swin	swin_small	scc	0.6638592007434945	0.08818647558903743	49.5	4	2	hidden_state_002	0.6638592007434945	2
Swin	swin_base	scc	0.627207249070632	0.08656564015224202	56.0	4	2	hidden_state_002	0.627207249070632	3
Swin	swin_large	scc	0.6112918215613383	0.08102825494687668	60.0	4	2	hidden_state_002	0.6112918215613383	4
SwinV2	swinv2_tiny	scc	0.6962128252788105	0.05241321048487192	44.75	4	2	hidden_state_002	0.6962128252788105	1
SwinV2	swinv2_base	scc	0.6553206319702602	0.06562140001911962	52.0	4	2	hidden_state_002	0.6553206319702602	2
SwinV2	swinv2_small	scc	0.6504414498141264	0.06327161760090438	53.25	4	2	hidden_state_002	0.6504414498141264	3
SwinV2	swinv2_large	scc	0.5839335501858736	0.08958469912982192	64.25	4	2	hidden_state_002	0.5744075278810409	4
VGG	vgg19	scc	0.8237105018587361	0.04304958682962724	18.5	4	2	feature_map_002	0.8237105018587361	1
VGG	vgg13	scc	0.795771375464684	0.029432789845719582	23.75	4	2	feature_map_002	0.795771375464684	2
VGG	vgg16	scc	0.7849093866171004	0.026373824300887822	27.0	4	2	feature_map_002	0.7849093866171004	3
