model_key	family	layer_index	layer_name	mean_alignment	min_alignment	max_alignment	dataset_count
internvit_300m	InternViT	3	hidden_state_003	0.40425809222199577	0.17867100371747213	0.6346300450519684	8
internvit_300m	InternViT	4	hidden_state_004	0.4990508930516882	0.2736214374225527	0.698659496030234	8
internvit_300m	InternViT	5	hidden_state_005	0.570680755927329	0.36136926889714993	0.8127310350369656	8
internvit_300m	InternViT	6	hidden_state_006	0.6882897269760894	0.48110285006195785	0.9249552724889676	8
internvit_300m	InternViT	7	hidden_state_007	0.7497426016238586	0.5733426270136307	0.9569929096304935	8
internvit_300m	InternViT	8	hidden_state_008	0.7829373447734291	0.6078841387856257	0.9757135221606751	8
internvit_300m	InternViT	9	hidden_state_009	0.773048740602976	0.6006040892193308	0.9752290260366441	8
internvit_300m	InternViT	10	hidden_state_010	0.7307057862269688	0.5961121437422553	0.923527480632614	8
internvit_300m	InternViT	11	hidden_state_011	0.6600275871031083	0.5655978934324659	0.837304379433817	8
internvit_300m	InternViT	12	hidden_state_012	0.46169664410522104	0.3602850061957869	0.5972215214081567	8
internvit_300m	InternViT	13	hidden_state_013	0.43883456862002723	0.3440985130111524	0.5654308044224171	8
internvit_300m	InternViT	14	hidden_state_014	0.4428710872288049	0.3583488228004956	0.5638918946025481	8
internvit_300m	InternViT	15	hidden_state_015	0.44641360875537983	0.37894981412639406	0.5547602094593079	8
internvit_300m	InternViT	16	hidden_state_016	0.44419357226966605	0.39289033457249073	0.5257731380771905	8
internvit_300m	InternViT	17	hidden_state_017	0.4324567901693498	0.40272614622057	0.4756040892193309	8
internvit_300m	InternViT	18	hidden_state_018	0.4047628571727147	0.3540826448526893	0.47173172242874845	8
internvit_300m	InternViT	19	hidden_state_019	0.30551659380465607	0.2353080756149648	0.38837059116174727	8
internvit_300m	InternViT	20	hidden_state_020	0.24140757112258646	0.15187422552664187	0.3387996393719616	8
internvit_300m	InternViT	21	hidden_state_021	0.16461124429142857	0.050882899628252765	0.30754680942768353	8
internvit_300m	InternViT	22	hidden_state_022	0.11353376119216793	0.028500619578686475	0.2539274611488055	8
internvit_300m	InternViT	23	hidden_state_023	0.0756144462568688	0.01564436183395292	0.19056937905720872	8
internvit_300m	InternViT	24	hidden_state_024	0.07430457959932651	0.015799256505576193	0.18910468587188647	8
internvit_300m	InternViT	25	pooler_output	0.07430457959932651	0.015799256505576193	0.18910468587188647	8
internvit_300m_v25	InternViT	0	hidden_state_000	0.05255214212184492	0.039242843951985185	0.06586144029170465	2
internvit_300m_v25	InternViT	1	hidden_state_001	0.2221101040935154	0.05150247831474598	0.43019556489214295	8
internvit_300m_v25	InternViT	2	hidden_state_002	0.3343440012404061	0.1579925650557621	0.5707842189933191	8
internvit_300m_v25	InternViT	3	hidden_state_003	0.4082529968194411	0.18974597273853777	0.638640456714734	8
internvit_300m_v25	InternViT	4	hidden_state_004	0.510209409951975	0.2738537794299876	0.7210911907695934	8
internvit_300m_v25	InternViT	5	hidden_state_005	0.6057828037922278	0.39358736059479554	0.8521851538302448	8
internvit_300m_v25	InternViT	6	hidden_state_006	0.7134183928564974	0.4936493184634448	0.9381150811449247	8
internvit_300m_v25	InternViT	7	hidden_state_007	0.7823086608274737	0.5978159851301116	0.9647914971835773	8
internvit_300m_v25	InternViT	8	hidden_state_008	0.8134730415621307	0.6525712515489467	0.9742658739057957	8
internvit_300m_v25	InternViT	9	hidden_state_009	0.796736541912493	0.6133828996282528	0.9856398525860973	8
internvit_300m_v25	InternViT	10	hidden_state_010	0.7561404267593573	0.6041666666666666	0.9238598222361762	8
internvit_300m_v25	InternViT	11	hidden_state_011	0.677970967659371	0.5868184634448576	0.7939029853051726	8
internvit_300m_v25	InternViT	12	hidden_state_012	0.4732206927554102	0.3715923172242875	0.5796341682485088	8
internvit_300m_v25	InternViT	13	hidden_state_013	0.47331739540151924	0.35943308550185876	0.5999368465947558	8
internvit_300m_v25	InternViT	14	hidden_state_014	0.47984985116223866	0.37910470879801733	0.5968594008101674	8
internvit_300m_v25	InternViT	15	hidden_state_015	0.4846032938924685	0.3897924411400248	0.5900796172617042	8
internvit_300m_v25	InternViT	16	hidden_state_016	0.4771353959317176	0.38590365457404213	0.5754644141704434	8
internvit_300m_v25	InternViT	17	hidden_state_017	0.46900030587810415	0.3280098718226648	0.5509301367056029	8
internvit_300m_v25	InternViT	18	hidden_state_018	0.4557464357018871	0.29579165825689785	0.5282197744756507	8
internvit_300m_v25	InternViT	19	hidden_state_019	0.41509604163313363	0.28601008487014074	0.5175191461850345	8
internvit_300m_v25	InternViT	20	hidden_state_020	0.34965893647780155	0.24868339529120198	0.4750019917076185	8
internvit_300m_v25	InternViT	21	hidden_state_021	0.2500103257829871	0.06280978934324659	0.5087866545845957	8
internvit_300m_v25	InternViT	22	hidden_state_022	0.1939101389589366	0.0280359355638166	0.5940072383526658	8
internvit_300m_v25	InternViT	23	hidden_state_023	0.1603440094425788	0.012081784386617092	0.5975766219951008	8
internvit_300m_v25	InternViT	24	hidden_state_024	0.1600623541866972	0.011384758364312261	0.5999832209379768	8
internvit_300m_v25	InternViT	25	pooler_output	0.1600623541866972	0.011384758364312261	0.5999832209379768	8
internvit_6b_v25	InternViT	0	hidden_state_000	0.06586144029170465	0.06586144029170465	0.06586144029170465	1
internvit_6b_v25	InternViT	1	hidden_state_001	0.10567957426441635	0.0015489467162329573	0.27883032599811775	8
internvit_6b_v25	InternViT	2	hidden_state_002	0.14118987598560023	0.0003097893432465841	0.35991954934104564	8
internvit_6b_v25	InternViT	3	hidden_state_003	0.22478499761461979	0.013708178438661697	0.516782061216199	8
internvit_6b_v25	InternViT	4	hidden_state_004	0.2262481162305321	0.016263940520446118	0.520028482002808	8
internvit_6b_v25	InternViT	5	hidden_state_005	0.2792259206086732	0.024938042131350664	0.5713627750340108	8
internvit_6b_v25	InternViT	6	hidden_state_006	0.327094256849388	0.03996282527881042	0.6031866984638935	8
internvit_6b_v25	InternViT	7	hidden_state_007	0.39430311710601773	0.09270446096654276	0.6693279087302813	8
internvit_6b_v25	InternViT	8	hidden_state_008	0.41318247894945265	0.11833952912019825	0.6865836471273403	8
internvit_6b_v25	InternViT	9	hidden_state_009	0.42998193158492853	0.14358736059479552	0.6880716657455941	8
internvit_6b_v25	InternViT	10	hidden_state_010	0.4428563942865571	0.18122676579925648	0.6880771721582049	8
internvit_6b_v25	InternViT	11	hidden_state_011	0.4643513685568963	0.21894361833952913	0.6946596951192303	8
internvit_6b_v25	InternViT	12	hidden_state_012	0.5452812273711333	0.3272149938042131	0.7479094225160501	8
internvit_6b_v25	InternViT	13	hidden_state_013	0.5893566390788959	0.4067534076827757	0.773522965602227	8
internvit_6b_v25	InternViT	14	hidden_state_014	0.6445394215755473	0.4611214374225527	0.8196940765755697	8
internvit_6b_v25	InternViT	15	hidden_state_015	0.6739500551303301	0.5020136307311028	0.8449118175034132	8
internvit_6b_v25	InternViT	16	hidden_state_016	0.7099032307573705	0.5224597273853779	0.8811123930639284	8
internvit_6b_v25	InternViT	17	hidden_state_017	0.7385542003623745	0.5386462205700123	0.9059317924680782	8
internvit_6b_v25	InternViT	18	hidden_state_018	0.7364210119511525	0.5329925650557621	0.9135804512321076	8
internvit_6b_v25	InternViT	19	hidden_state_019	0.738332673931111	0.5297397769516728	0.9243194807919144	8
internvit_6b_v25	InternViT	20	hidden_state_020	0.7417577023029356	0.5247057001239157	0.9373758406725611	8
internvit_6b_v25	InternViT	21	hidden_state_021	0.7572632192954124	0.5305142503097894	0.9454687648661629	8
internvit_6b_v25	InternViT	22	hidden_state_022	0.76468760403128	0.5271065675340768	0.9587588996374232	8
internvit_6b_v25	InternViT	23	hidden_state_023	0.7698808235192305	0.5218401486988847	0.9828218013600153	8
internvit_6b_v25	InternViT	24	hidden_state_024	0.7695006322453574	0.519594175960347	0.9837865108554541	8
internvit_6b_v25	InternViT	25	hidden_state_025	0.7529104320364064	0.5094485749690211	0.9707148490353061	8
internvit_6b_v25	InternViT	26	hidden_state_026	0.7436369959323537	0.5034076827757126	0.9697474141518344	8
internvit_6b_v25	InternViT	27	hidden_state_027	0.729053729845381	0.4798636926889715	0.9594169476152388	8
internvit_6b_v25	InternViT	28	hidden_state_028	0.7138713380208797	0.47366790582403967	0.9456138695152734	8
internvit_6b_v25	InternViT	29	hidden_state_029	0.6888866215159368	0.4611988847583643	0.9405219881191771	8
internvit_6b_v25	InternViT	30	hidden_state_030	0.6691316993661777	0.4479553903345725	0.9436661514904602	8
internvit_6b_v25	InternViT	31	hidden_state_031	0.6509433535968013	0.43688042131350685	0.932458224657961	8
internvit_6b_v25	InternViT	32	hidden_state_032	0.6165509347046819	0.3815055762081785	0.9216367669585308	8
internvit_6b_v25	InternViT	33	hidden_state_033	0.627649500898825	0.40272614622057	0.9310673055599161	8
internvit_6b_v25	InternViT	34	hidden_state_034	0.6134264875824416	0.3722118959107807	0.878666273648624	8
internvit_6b_v25	InternViT	35	hidden_state_035	0.63475066725262	0.4161245353159851	0.86084056093193	8
internvit_6b_v25	InternViT	36	hidden_state_036	0.58239232759477	0.2522459727385378	0.8636686165340963	8
internvit_6b_v25	InternViT	37	hidden_state_037	0.5811265115401061	0.27942998760842624	0.8694685694208975	8
internvit_6b_v25	InternViT	38	hidden_state_038	0.5914768232503211	0.29406753407682773	0.8696266880796729	8
internvit_6b_v25	InternViT	39	hidden_state_039	0.5759151356840133	0.3254337050805452	0.856548834951345	8
internvit_6b_v25	InternViT	40	hidden_state_040	0.5852489847900753	0.34433085501858735	0.8292514116229541	8
internvit_6b_v25	InternViT	41	hidden_state_041	0.5306988184483291	0.23466542750929367	0.8226637964524935	8
internvit_6b_v25	InternViT	42	hidden_state_042	0.5213106632387995	0.27276951672862454	0.7777776274142999	8
internvit_6b_v25	InternViT	43	hidden_state_043	0.5022831165088963	0.29701053283767037	0.7133900733572341	8
internvit_6b_v25	InternViT	44	hidden_state_044	0.4739912735679753	0.28928310512471095	0.625839526254432	8
internvit_6b_v25	InternViT	45	hidden_state_045	0.4530005010237159	0.2575098171470547	0.6140799256505577	8
internvit_6b_v25	InternViT	46	pooler_output	0.4530005010237159	0.2575098171470547	0.6140799256505577	8
resnet101	ResNet	0	hidden_state_000	0.2236312596997446	0.05049566294919456	0.4093214872698547	8
resnet101	ResNet	1	hidden_state_001	0.6312137386355767	0.5432930607187113	0.7383828996282528	8
resnet101	ResNet	2	hidden_state_002	0.787317935385872	0.6520269748427026	0.9062887236679059	8
resnet101	ResNet	3	hidden_state_003	0.543275481519432	0.39807358512370405	0.7506195786864932	8
resnet101	ResNet	4	hidden_state_004	0.3726758676713946	0.14505506984705618	0.6370817843866171	8
resnet101	ResNet	5	canonical_embedding	0.3726758676713946	0.14505506984705618	0.6370817843866171	8
resnet152	ResNet	0	hidden_state_000	0.2063570161088415	0.03934324659231722	0.3787677011399822	8
resnet152	ResNet	1	hidden_state_001	0.5344277670906367	0.3650092936802974	0.6024442694416455	8
resnet152	ResNet	2	hidden_state_002	0.7596881227506521	0.6338977906842368	0.8376703841387857	8
resnet152	ResNet	3	hidden_state_003	0.5450078375217051	0.3971632392466198	0.7052354399008673	8
resnet152	ResNet	4	hidden_state_004	0.34453759117932664	0.14864067411076443	0.5944857496902106	8
resnet152	ResNet	5	canonical_embedding	0.34453759117932664	0.14864067411076443	0.5944857496902106	8
resnet18	ResNet	0	hidden_state_000	0.34940565957534664	0.17549566294919453	0.4948653767668904	8
resnet18	ResNet	1	hidden_state_001	0.6235620093116732	0.4521375464684015	0.7800206039948238	8
resnet18	ResNet	2	hidden_state_002	0.7671811692314331	0.6556915290579315	0.8755421313506816	8
resnet18	ResNet	3	hidden_state_003	0.5953500614306477	0.35682135034722995	0.791589219330855	8
resnet18	ResNet	4	hidden_state_004	0.4681484814855523	0.19281076898925795	0.7864776951672862	8
resnet18	ResNet	5	canonical_embedding	0.4681484814855523	0.19281076898925795	0.7864776951672862	8
resnet34	ResNet	0	hidden_state_000	0.3248189598090573	0.14552354399008674	0.5001864058887412	8
resnet34	ResNet	1	hidden_state_001	0.6738359253102193	0.6084262701363073	0.8112263872380825	8
resnet34	ResNet	2	hidden_state_002	0.701691003507727	0.497775226814579	0.8874690210656754	8
resnet34	ResNet	3	hidden_state_003	0.5657510050971809	0.34516190673753294	0.897459727385378	8
resnet34	ResNet	4	hidden_state_004	0.39308786116537214	0.06884610496886515	0.7680452292441141	8
resnet34	ResNet	5	canonical_embedding	0.39308786116537214	0.06884610496886515	0.7680452292441141	8
resnet50	ResNet	0	hidden_state_000	0.2083110898719746	0.03849132589838908	0.36360705362918044	8
resnet50	ResNet	1	hidden_state_001	0.6135415674138538	0.48110285006195785	0.6759370341002837	8
resnet50	ResNet	2	hidden_state_002	0.778585057035789	0.6302852979641435	0.885145600991326	8
resnet50	ResNet	3	hidden_state_003	0.534136857000489	0.3307416450504462	0.8281443618339529	8
resnet50	ResNet	4	hidden_state_004	0.37967051176047656	0.11100690763173372	0.7558859975216853	8
resnet50	ResNet	5	canonical_embedding	0.37967051176047656	0.11100690763173372	0.7558859975216853	8
resnext101_32x8d	ResNeXt	0	feature_map_000	0.15842451236553629	0.03810408921933086	0.31676189184890746	8
resnext101_32x8d	ResNeXt	1	feature_map_001	0.7726525534051986	0.7048073699542668	0.8621437422552664	8
resnext101_32x8d	ResNeXt	2	feature_map_002	0.840577037777241	0.7259469885500943	0.9582558859975218	8
resnext101_32x8d	ResNeXt	3	feature_map_003	0.5387740663314539	0.3360123965147604	0.8385997521685254	8
resnext101_32x8d	ResNeXt	4	feature_map_004	0.3260586738024956	0.10252561268494396	0.655359355638166	8
resnext50_32x4d	ResNeXt	0	feature_map_000	0.14412816784807672	0.0023234200743494546	0.3145788576110458	8
resnext50_32x4d	ResNeXt	1	feature_map_001	0.578651859799328	0.4524473358116481	0.6734820322180917	8
resnext50_32x4d	ResNeXt	2	feature_map_002	0.792690545402134	0.7012138993868288	0.8737608426270137	8
resnext50_32x4d	ResNeXt	3	feature_map_003	0.5365000167237016	0.3411596696115282	0.8693463444857498	8
resnext50_32x4d	ResNeXt	4	feature_map_004	0.36648777505740504	0.08879586175897954	0.7253717472118959	8
siglip2_base	SigLIP2	0	hidden_state_000	0.07462530364278143	0.01612573164988453	0.19981412639405205	8
siglip2_base	SigLIP2	1	pooler_output	0.37233173851517487	0.06169735097216072	0.7545693928128872	8
siglip2_base	SigLIP2	2	image_embeds_l2	0.3522054733634646	0.030560890657257783	0.7617719950433705	8
siglip2_base_naflex	SigLIP2	0	hidden_state_000	0.03624301118847884	0.01345831602746513	0.06987977823553619	8
siglip2_base_naflex	SigLIP2	1	pooler_output	0.3529570462495311	0.05248261975946844	0.723125774473358	8
siglip2_base_naflex	SigLIP2	2	image_embeds_l2	0.3303774904302668	0.012914182344925121	0.7343556381660471	8
siglip2_large	SigLIP2	0	hidden_state_000	0.06689305541994409	0.011229863692688977	0.11573256455231863	8
siglip2_large	SigLIP2	1	pooler_output	0.36202719347306433	0.08193549116056296	0.622366790582404	8
siglip2_large	SigLIP2	2	image_embeds_l2	0.32242978148472223	0.02057345926284439	0.6267038413878563	8
siglip2_so400m	SigLIP2	0	hidden_state_000	0.04339755549206775	0.017766333020969565	0.07651409899732566	8
siglip2_so400m	SigLIP2	1	pooler_output	0.3134021001149066	0.09832979778736606	0.4595724907063197	8
siglip2_so400m	SigLIP2	2	image_embeds_l2	0.2807003660174257	0.031324122034689546	0.4669299876084263	8
siglip2_so400m_naflex	SigLIP2	0	hidden_state_000	0.06848862966849216	0.007036694733638364	0.17022924411400245	7
siglip2_so400m_naflex	SigLIP2	1	pooler_output	0.3769251915576937	0.05937893672745747	0.689048946716233	7
siglip2_so400m_naflex	SigLIP2	2	image_embeds_l2	0.3522160482641339	0.02459271139761618	0.697413258983891	7
siglip_base	SigLIP	0	hidden_state_000	0.12537942151515688	0.012623915737298624	0.23769492081988916	8
siglip_base	SigLIP	1	hidden_state_001	0.6460089029607232	0.4245662949194548	0.800185873605948	8
siglip_base	SigLIP	2	hidden_state_002	0.7805303812822192	0.6555142503097894	0.9206164807930607	8
siglip_base	SigLIP	3	hidden_state_003	0.8325232082956557	0.6910140027075761	0.9749070631970259	8
siglip_base	SigLIP	4	hidden_state_004	0.7739233194510904	0.5393992216914724	0.9745198265179678	8
siglip_base	SigLIP	5	hidden_state_005	0.727073111576363	0.4072723319852785	0.9689436183395291	8
siglip_base	SigLIP	6	hidden_state_006	0.6911313111791506	0.4439805834012344	0.9296003717472119	8
siglip_base	SigLIP	7	hidden_state_007	0.6624193160050819	0.4408282331080424	0.927819083023544	8
siglip_base	SigLIP	8	hidden_state_008	0.6482864879606197	0.4197151454093396	0.8780204460966542	8
siglip_base	SigLIP	9	hidden_state_009	0.5861605932766957	0.302500068651378	0.8484355638166048	8
siglip_base	SigLIP	10	hidden_state_010	0.5557226029037611	0.2637510140380626	0.8326363073110286	8
siglip_base	SigLIP	11	hidden_state_011	0.5163689034933342	0.2138236557774139	0.8274473358116481	8
siglip_base	SigLIP	12	hidden_state_012	0.381862684705822	0.045260839188094	0.7898853779429987	8
siglip_base	SigLIP	13	pooler_output	0.381862684705822	0.045260839188094	0.7898853779429987	8
siglip_base	SigLIP	14	image_embeds_l2	0.37392633517872664	0.03248332915704114	0.7874070631970261	8
siglip_large	SigLIP	0	hidden_state_000	0.1504504860348973	0.008286864931846374	0.29492074198409346	8
siglip_large	SigLIP	1	hidden_state_001	0.366548808961602	0.27338909541511774	0.4521762701363073	8
siglip_large	SigLIP	2	hidden_state_002	0.47166354227048163	0.41070322180916974	0.5556621571617592	8
