dataset	family	model_key	triplet_score	dataset_rank_int	layer_name	layer_index	family_rank
LIVEC	DINOv3	dinov3_vits16plus	0.9293527803099362	15	block_008	8	3
LIVEC	DINOv3	dinov3_vit7b16	0.8732907930720146	25	block_034	34	4
LIVEC	DINOv3	dinov3_vits16	0.8226982680036463	29	canonical_embedding	12	5
LIVEC	DINOv3	dinov3_vitb16	0.772105742935278	35	block_010	10	6
LIVEC	FastViT	fastvit_ma36	0.8094804010938925	31	feature_map_003	3	1
LIVEC	FastViT	fastvit_sa12	0.7456700091157702	40	feature_map_002	2	2
LIVEC	FastViT	fastvit_sa24	0.7283500455788514	44	feature_map_000	0	3
LIVEC	FastViT	fastvit_t8	0.6490428441203282	57	feature_map_000	0	4
LIVEC	FastViT	fastvit_t12	0.4717411121239745	67	feature_map_003	3	5
LIVEC	FastViT	fastvit_s12	0.4480401093892434	69	feature_map_001	1	6
LIVEC	FastViT	fastvit_sa36	0.349134001823154	71	feature_map_002	2	7
LIVEC	FastViTHD	fastvithd_05b	0.9699179580674567	6	block_041	41	1
LIVEC	FastViTHD	fastvithd_15b	0.9594348222424796	10	block_041	41	2
LIVEC	FastViTHD	fastvithd_7b	0.9234275296262534	17	block_035	35	3
LIVEC	I-JEPA	ijepa_vith14	0.9867821330902462	4	hidden_state_031	31	1
LIVEC	InternViT	internvit_6b_v25	0.9567000911577028	11	hidden_state_045	45	1
LIVEC	InternViT	internvit_300m_v25	0.9484958979033729	12	hidden_state_024	24	2
LIVEC	InternViT	internvit_300m	0.8773928896991796	23	hidden_state_003	3	3
LIVEC	MAE	vit_mae_huge	1.0	1	hidden_state_025	25	1
LIVEC	MAE	vit_mae_large	0.9448495897903373	13	hidden_state_002	2	2
LIVEC	MAE	vit_mae_base	0.8701002734731085	27	hidden_state_002	2	3
LIVEC	ResNeXt	resnext101_32x8d	0.8837739288969918	22	feature_map_003	3	1
LIVEC	ResNeXt	resnext50_32x4d	0.5929808568824065	59	feature_map_003	3	2
LIVEC	ResNet	resnet50	0.4990884229717411	64	hidden_state_003	3	1
LIVEC	ResNet	resnet34	0.495897903372835	65	hidden_state_003	3	2
LIVEC	ResNet	resnet18	0.4840474020054695	66	hidden_state_000	0	3
LIVEC	ResNet	resnet152	0.4535095715587967	68	hidden_state_003	3	4
LIVEC	ResNet	resnet101	0.4425706472196901	70	hidden_state_003	3	5
LIVEC	SigLIP	siglip_so400m	0.8204193254329991	30	hidden_state_012	12	1
LIVEC	SigLIP	siglip_large	0.6832269826800365	50	hidden_state_011	11	2
LIVEC	SigLIP	siglip_base	0.6554238833181404	55	hidden_state_000	0	3
LIVEC	SigLIP2	siglip2_base	0.5141294439380127	63	hidden_state_000	0	1
LIVEC	SigLIP2	siglip2_base_naflex	0.2629899726526892	72	pooler_output	1	2
LIVEC	SigLIP2	siglip2_large	0.18413855970829535	73	hidden_state_000	0	3
LIVEC	SigLIP2	siglip2_so400m	0.113947128532361	74	pooler_output	1	4
LIVEC	SigLIP2	siglip2_so400m_naflex	0.0569735642661805	75	pooler_output	1	5
LIVEC	Swin	swin_tiny	0.7183226982680035	45	hidden_state_000	0	1
LIVEC	Swin	swin_base	0.711485870556062	48	hidden_state_000	0	2
LIVEC	Swin	swin_small	0.6818596171376481	51	hidden_state_000	0	3
LIVEC	Swin	swin_large	0.6672743846855059	53	hidden_state_000	0	4
LIVEC	SwinV2	swinv2_base	0.7420237010027347	41	hidden_state_000	0	1
LIVEC	SwinV2	swinv2_tiny	0.7338195077484048	42	hidden_state_000	0	2
LIVEC	SwinV2	swinv2_small	0.7169553327256153	46	hidden_state_000	0	3
LIVEC	SwinV2	swinv2_large	0.711485870556062	49	hidden_state_000	0	4
LIVEC	VGG	vgg13_bn	0.8577939835916135	28	feature_map_000	0	1
LIVEC	VGG	vgg19_bn	0.8062898814949864	32	feature_map_000	0	2
LIVEC	VGG	vgg16_bn	0.7985414767547858	33	feature_map_000	0	3
LIVEC	VGG	vgg11_bn	0.7684594348222424	36	feature_map_000	0	4
LIVEC	VGG	vgg11	0.7515952597994531	38	feature_map_005	5	5
LIVEC	VGG	vgg13	0.7488605287146763	39	feature_map_000	0	6
LIVEC	VGG	vgg16	0.7133090246125797	47	feature_map_000	0	7
LIVEC	VGG	vgg19	0.6636280765724704	54	feature_map_000	0	8
LIVEC	ViT	vit_huge	0.8842297174111213	21	hidden_state_017	17	1
LIVEC	ViT	vit_tiny	0.8728350045578852	26	block_005	5	2
LIVEC	ViT	vit_large	0.7830446672743847	34	hidden_state_001	1	3
LIVEC	ViT	vit_small	0.7561531449407475	37	block_000	0	4
LIVEC	ViT	vit_base	0.6353691886964449	58	hidden_state_001	1	5
SPAQ	CLIP	clip_vit_l14_336	0.9981006647673314	2	hidden_state_016	16	1
SPAQ	CLIP	clip_vit_l14	0.9919278252611586	3	hidden_state_016	16	2
SPAQ	CLIP	clip_vit_b32	0.9415954415954416	11	hidden_state_004	4	3
SPAQ	CLIP	clip_vit_b16	0.8941120607787274	19	hidden_state_004	4	4
SPAQ	ConvNeXt	convnext_base	0.6490978157644824	42	hidden_state_001	1	1
SPAQ	ConvNeXt	convnext_small	0.6381766381766382	45	hidden_state_002	2	2
SPAQ	ConvNeXt	convnext_tiny	0.49620132953466284	63	hidden_state_001	1	3
SPAQ	ConvNeXt	convnext_large	0.4757834757834758	65	hidden_state_001	1	4
SPAQ	DINO	dino_vitb8	0.5997150997150997	49	hidden_state_005	5	1
SPAQ	DINO	dino_vits8	0.533713200379867	57	hidden_state_006	6	2
SPAQ	DINO	dino_vits16	0.44349477682811017	68	hidden_state_007	7	3
SPAQ	DINO	dino_vitb16	0.4069325735992403	70	hidden_state_006	6	4
SPAQ	DINOv2	dinov2_base	0.9710351377018043	7	hidden_state_005	5	1
SPAQ	DINOv2	dinov2_small	0.9672364672364673	8	hidden_state_007	7	2
SPAQ	DINOv2	dinov2_large	0.9349477682811016	12	hidden_state_012	12	3
SPAQ	DINOv2	dinov2_giant	0.9197530864197532	14	hidden_state_017	17	4
SPAQ	DINOv3	dinov3_vith16plus	0.7283950617283951	32	block_011	11	1
SPAQ	DINOv3	dinov3_vitb16	0.6970560303893638	35	block_000	0	2
SPAQ	DINOv3	dinov3_vits16plus	0.6847103513770181	38	block_000	0	3
SPAQ	DINOv3	dinov3_vitl16	0.6305792972459638	46	block_009	9	4
SPAQ	DINOv3	dinov3_vits16	0.5987654320987654	51	block_001	1	5
SPAQ	FastViT	fastvit_sa24	0.9434947768281101	10	feature_map_002	2	1
SPAQ	FastViT	fastvit_ma36	0.9064577397910731	16	feature_map_000	0	2
SPAQ	FastViT	fastvit_s12	0.7155745489078822	33	feature_map_000	0	3
SPAQ	FastViT	fastvit_sa12	0.6951566951566952	36	feature_map_001	1	4
SPAQ	FastViT	fastvit_sa36	0.6657169990503324	40	feature_map_000	0	5
SPAQ	FastViT	fastvit_t12	0.5992402659069326	50	feature_map_000	0	6
SPAQ	FastViT	fastvit_t8	0.4686609686609686	66	feature_map_001	1	7
SPAQ	FastViTHD	fastvithd_15b	0.913105413105413	15	block_023	23	1
SPAQ	FastViTHD	fastvithd_05b	0.9050332383665718	17	block_025	25	2
SPAQ	FastViTHD	fastvithd_7b	0.9036087369420702	18	block_013	13	3
SPAQ	I-JEPA	ijepa_vith14	0.7478632478632479	28	hidden_state_002	2	1
SPAQ	InternViT	internvit_6b_v25	0.9895536562203229	4	hidden_state_024	24	1
SPAQ	InternViT	internvit_300m	0.976258309591643	5	hidden_state_008	8	2
SPAQ	InternViT	internvit_300m_v25	0.976258309591643	6	hidden_state_009	9	3
SPAQ	MAE	vit_mae_large	0.8494776828110162	21	hidden_state_005	5	1
SPAQ	MAE	vit_mae_huge	0.7882241215574549	24	hidden_state_006	6	2
SPAQ	MAE	vit_mae_base	0.6433998100664767	43	hidden_state_003	3	3
SPAQ	ResNeXt	resnext101_32x8d	0.8010446343779677	22	feature_map_002	2	1
SPAQ	ResNeXt	resnext50_32x4d	0.751661918328585	27	feature_map_002	2	2
SPAQ	ResNet	resnet18	0.7697056030389364	25	hidden_state_001	1	1
SPAQ	ResNet	resnet101	0.7402659069325737	30	hidden_state_001	1	2
SPAQ	ResNet	resnet34	0.7388414055080721	31	hidden_state_001	1	3
SPAQ	ResNet	resnet50	0.7094017094017093	34	hidden_state_002	2	4
SPAQ	ResNet	resnet152	0.6842355175688509	39	hidden_state_002	2	5
SPAQ	SigLIP	siglip_so400m	1.0	1	hidden_state_013	13	1
SPAQ	SigLIP	siglip_large	0.9501424501424501	9	hidden_state_007	7	2
SPAQ	SigLIP	siglip_base	0.9230769230769231	13	hidden_state_001	1	3
SPAQ	SigLIP2	siglip2_large	0.45821462488129155	67	pooler_output	1	1
SPAQ	SigLIP2	siglip2_so400m	0.392687559354226	71	pooler_output	1	2
SPAQ	SigLIP2	siglip2_base	0.301994301994302	72	pooler_output	1	3
SPAQ	SigLIP2	siglip2_base_naflex	0.2630579297245964	73	pooler_output	1	4
SPAQ	Swin	swin_tiny	0.5959164292497625	52	hidden_state_002	2	1
SPAQ	Swin	swin_large	0.5527065527065527	56	hidden_state_001	1	2
SPAQ	Swin	swin_small	0.5218423551756886	59	hidden_state_002	2	3
SPAQ	Swin	swin_base	0.4990503323836657	61	hidden_state_002	2	4
SPAQ	SwinV2	swinv2_tiny	0.5930674264007598	53	hidden_state_002	2	1
SPAQ	SwinV2	swinv2_small	0.5607787274453941	54	hidden_state_002	2	2
SPAQ	SwinV2	swinv2_base	0.5242165242165242	58	hidden_state_002	2	3
SPAQ	SwinV2	swinv2_large	0.4962013295346629	62	hidden_state_002	2	4
SPAQ	VGG	vgg16	0.7578347578347578	26	feature_map_001	1	1
SPAQ	VGG	vgg19	0.7431149097815765	29	feature_map_001	1	2
SPAQ	VGG	vgg13	0.6951566951566952	37	feature_map_001	1	3
SPAQ	VGG	vgg19_bn	0.6623931623931625	41	feature_map_001	1	4
SPAQ	VGG	vgg13_bn	0.6424501424501424	44	feature_map_001	1	5
SPAQ	VGG	vgg16_bn	0.6296296296296295	47	feature_map_001	1	6
SPAQ	VGG	vgg11	0.6253561253561253	48	feature_map_002	2	7
SPAQ	VGG	vgg11_bn	0.5018993352326686	60	feature_map_002	2	8
SPAQ	ViT	vit_small	0.878917378917379	20	block_004	4	1
SPAQ	ViT	vit_tiny	0.8005698005698005	23	block_003	3	2
SPAQ	ViT	vit_huge	0.5593542260208927	55	hidden_state_008	8	3
SPAQ	ViT	vit_base	0.4862298195631529	64	hidden_state_003	3	4
SPAQ	ViT	vit_large	0.40978157644824315	69	hidden_state_011	11	5
koniq10k	CLIP	clip_vit_l14_336	0.9922515952597994	2	hidden_state_016	16	1
koniq10k	CLIP	clip_vit_l14	0.9799453053783045	4	hidden_state_016	16	2
koniq10k	CLIP	clip_vit_b16	0.9612579762989972	5	hidden_state_008	8	3
koniq10k	CLIP	clip_vit_b32	0.9170464904284412	14	hidden_state_008	8	4
koniq10k	ConvNeXt	convnext_small	0.5278030993618961	57	hidden_state_001	1	1
koniq10k	ConvNeXt	convnext_base	0.35551504102096626	67	hidden_state_001	1	2
koniq10k	ConvNeXt	convnext_tiny	0.2848678213309025	70	hidden_state_001	1	3
koniq10k	ConvNeXt	convnext_large	0.27939835916134914	72	hidden_state_000	0	4
koniq10k	DINO	dino_vitb8	0.8040109389243391	21	hidden_state_005	5	1
koniq10k	DINO	dino_vits8	0.7789425706472197	29	hidden_state_006	6	2
koniq10k	DINO	dino_vits16	0.7247037374658158	36	hidden_state_006	6	3
koniq10k	DINO	dino_vitb16	0.6645396536007293	44	hidden_state_005	5	4
koniq10k	DINOv2	dinov2_base	0.9530537830446673	6	hidden_state_003	3	1
koniq10k	DINOv2	dinov2_small	0.9503190519598905	7	hidden_state_007	7	2
koniq10k	DINOv2	dinov2_large	0.9325432999088423	12	hidden_state_016	16	3
koniq10k	DINOv2	dinov2_giant	0.92616226071103	13	hidden_state_017	17	4
koniq10k	DINOv3	dinov3_vith16plus	0.8368277119416591	17	block_002	2	1
koniq10k	DINOv3	dinov3_vitl16	0.8204193254329991	18	block_002	2	2
koniq10k	DINOv3	dinov3_vitb16	0.8126709206927984	20	block_000	0	3
koniq10k	DINOv3	dinov3_vit7b16	0.8021877848678214	23	block_001	1	4
koniq10k	DINOv3	dinov3_vits16	0.8012762078395625	25	block_000	0	5
koniq10k	DINOv3	dinov3_vits16plus	0.6873290793072016	43	block_000	0	6
koniq10k	FastViT	fastvit_sa24	0.7784867821330903	30	feature_map_002	2	1
koniq10k	FastViT	fastvit_ma36	0.7479489516864175	32	feature_map_000	0	2
koniq10k	FastViT	fastvit_sa36	0.6558796718322698	45	feature_map_000	0	3
koniq10k	FastViT	fastvit_t12	0.5907019143117593	53	feature_map_000	0	4
koniq10k	FastViT	fastvit_sa12	0.5565177757520511	56	feature_map_001	1	5
koniq10k	FastViT	fastvit_s12	0.4621695533272561	63	feature_map_000	0	6
koniq10k	FastViT	fastvit_t8	0.34184138559708294	69	feature_map_001	1	7
koniq10k	FastViTHD	fastvithd_15b	0.8017319963536919	24	block_024	24	1
koniq10k	FastViTHD	fastvithd_05b	0.7917046490428441	27	block_024	24	2
koniq10k	FastViTHD	fastvithd_7b	0.7206016408386509	38	block_024	24	3
koniq10k	I-JEPA	ijepa_vith14	0.8185961713764813	19	hidden_state_002	2	1
koniq10k	InternViT	internvit_6b_v25	1.0	1	hidden_state_031	31	1
koniq10k	InternViT	internvit_300m_v25	0.9822242479489517	3	hidden_state_011	11	2
koniq10k	InternViT	internvit_300m	0.9430264357338195	9	hidden_state_009	9	3
koniq10k	MAE	vit_mae_large	0.7935278030993619	26	hidden_state_007	7	1
koniq10k	MAE	vit_mae_huge	0.6955332725615315	41	hidden_state_007	7	2
koniq10k	MAE	vit_mae_base	0.687784867821331	42	hidden_state_004	4	3
koniq10k	ResNeXt	resnext50_32x4d	0.6052871467639015	50	feature_map_001	1	1
koniq10k	ResNeXt	resnext101_32x8d	0.5752051048313582	55	feature_map_002	2	2
koniq10k	ResNet	resnet18	0.7488605287146763	31	hidden_state_000	0	1
koniq10k	ResNet	resnet34	0.7219690063810392	37	hidden_state_000	0	2
koniq10k	ResNet	resnet50	0.7082953509571559	40	hidden_state_001	1	3
koniq10k	ResNet	resnet101	0.6185050136736554	49	hidden_state_000	0	4
koniq10k	ResNet	resnet152	0.5788514129443938	54	hidden_state_000	0	5
koniq10k	SigLIP	siglip_so400m	0.9453053783044667	8	hidden_state_010	10	1
koniq10k	SigLIP	siglip_large	0.9134001823154057	15	hidden_state_008	8	2
koniq10k	SigLIP	siglip_base	0.8463992707383774	16	hidden_state_001	1	3
koniq10k	SigLIP2	siglip2_so400m	0.34913400182315407	68	pooler_output	1	1
koniq10k	SigLIP2	siglip2_large	0.27985414767547856	71	pooler_output	1	2
koniq10k	SigLIP2	siglip2_so400m_naflex	0.26891522333637197	73	pooler_output	1	3
koniq10k	SigLIP2	siglip2_base_naflex	0.23062898814949861	74	pooler_output	1	4
koniq10k	SigLIP2	siglip2_base	0.15724703737465817	75	pooler_output	1	5
koniq10k	Swin	swin_small	0.5218778486782134	59	hidden_state_001	1	1
koniq10k	Swin	swin_base	0.4772105742935278	62	hidden_state_001	1	2
koniq10k	Swin	swin_large	0.45715587967183224	64	hidden_state_001	1	3
koniq10k	Swin	swin_tiny	0.3814949863263446	66	hidden_state_001	1	4
koniq10k	SwinV2	swinv2_large	0.6412944393801276	47	hidden_state_003	3	1
koniq10k	SwinV2	swinv2_tiny	0.5255241567912489	58	hidden_state_001	1	2
koniq10k	SwinV2	swinv2_base	0.5218778486782133	60	hidden_state_002	2	3
koniq10k	SwinV2	swinv2_small	0.5104831358249773	61	hidden_state_002	2	4
koniq10k	VGG	vgg19_bn	0.7424794895168642	33	feature_map_001	1	1
koniq10k	VGG	vgg16_bn	0.7329079307201458	34	feature_map_001	1	2
koniq10k	VGG	vgg16	0.7142206016408387	39	feature_map_001	1	3
koniq10k	VGG	vgg13	0.6549680948040109	46	feature_map_001	1	4
koniq10k	VGG	vgg19	0.6408386508659982	48	feature_map_001	1	5
koniq10k	VGG	vgg13_bn	0.5993618960802187	51	feature_map_001	1	6
koniq10k	VGG	vgg11	0.5961713764813127	52	feature_map_001	1	7
koniq10k	VGG	vgg11_bn	0.4494074749316317	65	feature_map_000	0	8
koniq10k	ViT	vit_small	0.9357338195077485	10	block_007	7	1
koniq10k	ViT	vit_tiny	0.9329990884229717	11	block_004	4	2
koniq10k	ViT	vit_huge	0.8026435733819508	22	hidden_state_017	17	3
koniq10k	ViT	vit_base	0.7912488605287147	28	hidden_state_007	7	4
koniq10k	ViT	vit_large	0.7260711030082042	35	hidden_state_008	8	5
