dataset	model_key	family	layer_index	layer_name	triplet_score	slice_count	raw_value_mean	dataset_rank	dataset_rank_int
koniq10k	fastvithd_15b	FastViTHD	24	block_024	0.8017319963536919	2	0.5504785401417804	24.0	24
koniq10k	fastvithd_7b	FastViTHD	24	block_024	0.7206016408386509	2	0.5448430377533805	38.0	38
koniq10k	ijepa_vith14	I-JEPA	2	hidden_state_002	0.8185961713764813	2	0.5519128900291963	19.0	19
koniq10k	internvit_300m	InternViT	9	hidden_state_009	0.9430264357338195	2	0.5702929685804691	9.0	9
koniq10k	internvit_300m_v25	InternViT	11	hidden_state_011	0.9822242479489517	2	0.5846162931205825	3.0	3
koniq10k	internvit_6b_v25	InternViT	31	hidden_state_031	1.0	2	0.6034424917109031	1.0	1
koniq10k	resnet101	ResNet	0	hidden_state_000	0.6185050136736554	2	0.5388292665652956	49.0	49
koniq10k	resnet152	ResNet	0	hidden_state_000	0.5788514129443938	2	0.5373095952983453	54.0	54
koniq10k	resnet18	ResNet	0	hidden_state_000	0.7488605287146763	2	0.5465339758609543	31.0	31
koniq10k	resnet34	ResNet	0	hidden_state_000	0.7219690063810392	2	0.5447343315381006	37.0	37
koniq10k	resnet50	ResNet	1	hidden_state_001	0.7082953509571559	2	0.5439658360247113	40.0	40
koniq10k	resnext101_32x8d	ResNeXt	2	feature_map_002	0.5752051048313582	2	0.5374968088570335	55.0	55
koniq10k	resnext50_32x4d	ResNeXt	1	feature_map_001	0.6052871467639015	2	0.5383141198373278	50.0	50
koniq10k	siglip2_base	SigLIP2	1	pooler_output	0.15724703737465817	2	0.5142833358567372	75.0	75
koniq10k	siglip2_base_naflex	SigLIP2	1	pooler_output	0.23062898814949861	2	0.5209792649016807	74.0	74
koniq10k	siglip2_large	SigLIP2	1	pooler_output	0.27985414767547856	2	0.5240218241153716	71.0	71
koniq10k	siglip2_so400m	SigLIP2	1	pooler_output	0.34913400182315407	2	0.5282896088341104	68.0	68
koniq10k	siglip2_so400m_naflex	SigLIP2	1	pooler_output	0.26891522333637197	2	0.5232522750318312	73.0	73
koniq10k	siglip_base	SigLIP	1	hidden_state_001	0.8463992707383774	2	0.5559866558631269	16.0	16
koniq10k	siglip_large	SigLIP	8	hidden_state_008	0.9134001823154057	2	0.5658479221111671	15.0	15
koniq10k	siglip_so400m	SigLIP	10	hidden_state_010	0.9453053783044667	2	0.5708831219272017	8.0	8
koniq10k	swin_base	Swin	1	hidden_state_001	0.4772105742935278	2	0.53317597315039	62.0	62
koniq10k	swin_large	Swin	1	hidden_state_001	0.45715587967183224	2	0.5327918148294417	64.0	64
koniq10k	swin_small	Swin	1	hidden_state_001	0.5218778486782134	2	0.5350328275402103	59.0	59
koniq10k	swin_tiny	Swin	1	hidden_state_001	0.3814949863263446	2	0.5296814144830092	66.0	66
koniq10k	swinv2_base	SwinV2	2	hidden_state_002	0.5218778486782133	2	0.5352036238907607	60.0	60
koniq10k	swinv2_large	SwinV2	3	hidden_state_003	0.6412944393801276	2	0.5400345105744343	47.0	47
koniq10k	swinv2_small	SwinV2	2	hidden_state_002	0.5104831358249773	2	0.5344904438239773	61.0	61
koniq10k	swinv2_tiny	SwinV2	1	hidden_state_001	0.5255241567912489	2	0.5350523121033313	58.0	58
koniq10k	vgg11	VGG	1	feature_map_001	0.5961713764813127	2	0.5392010644832281	52.0	52
koniq10k	vgg11_bn	VGG	0	feature_map_000	0.4494074749316317	2	0.5328342078253747	65.0	65
koniq10k	vgg13	VGG	1	feature_map_001	0.6549680948040109	2	0.5430505622470911	46.0	46
koniq10k	vgg13_bn	VGG	1	feature_map_001	0.5993618960802187	2	0.5382059613238124	51.0	51
koniq10k	vgg16	VGG	1	feature_map_001	0.7142206016408387	2	0.5457984765446557	39.0	39
koniq10k	vgg16_bn	VGG	1	feature_map_001	0.7329079307201458	2	0.5454703352278102	34.0	34
koniq10k	vgg19	VGG	1	feature_map_001	0.6408386508659982	2	0.5424513746626782	48.0	48
koniq10k	vgg19_bn	VGG	1	feature_map_001	0.7424794895168642	2	0.5459414068657868	33.0	33
koniq10k	vit_base	ViT	7	hidden_state_007	0.7912488605287147	2	0.5500857045514902	28.0	28
koniq10k	vit_huge	ViT	17	hidden_state_017	0.8026435733819508	2	0.5505914306706232	22.0	22
koniq10k	vit_large	ViT	8	hidden_state_008	0.7260711030082042	2	0.5452590226857881	35.0	35
koniq10k	vit_mae_base	MAE	4	hidden_state_004	0.687784867821331	2	0.5427669965903911	42.0	42
koniq10k	vit_mae_huge	MAE	7	hidden_state_007	0.6955332725615315	2	0.543123034989083	41.0	41
koniq10k	vit_mae_large	MAE	7	hidden_state_007	0.7935278030993619	2	0.5499284608701516	26.0	26
koniq10k	vit_small	ViT	7	block_007	0.9357338195077485	2	0.5683224554895714	10.0	10
koniq10k	vit_tiny	ViT	4	block_004	0.9329990884229717	2	0.5677471917517469	11.0	11
